row_idx,tweet_id,half,theme_id
95710,T0095711,H1,15
17093,T0017094,H1,4
5065,T0005066,H1,3
8181,T0008182,H1,15
30322,T0030323,H1,15
63790,T0063791,H1,16
101139,T0101140,H1,0
6191,T0006192,H1,15
76052,T0076053,H1,15
37735,T0037736,H1,4
53084,T0053085,H1,22
13040,T0013041,H1,13
79409,T0079410,H1,3
890,T0000891,H1,1
62374,T0062375,H1,1
6632,T0006633,H1,3
37312,T0037313,H1,2
59388,T0059389,H1,5
103273,T0103274,H1,8
41087,T0041088,H1,1
63236,T0063237,H1,15
28762,T0028763,H1,1
41198,T0041199,H1,20
86731,T0086732,H1,8
47945,T0047946,H1,0
72373,T0072374,H1,15
50008,T0050009,H1,23
75907,T0075908,H1,20
10183,T0010184,H1,23
3641,T0003642,H1,15
69157,T0069158,H1,8
101878,T0101879,H1,16
41412,T0041413,H1,15
64463,T0064464,H1,15
37329,T0037330,H1,8
96530,T0096531,H1,4
31918,T0031919,H1,12
49070,T0049071,H1,9
65309,T0065310,H1,23
85265,T0085266,H1,9
45316,T0045317,H1,15
42363,T0042364,H1,5
49099,T0049100,H1,3
22041,T0022042,H1,16
18245,T0018246,H1,8
94813,T0094814,H1,3
17866,T0017867,H1,24
14716,T0014717,H1,17
90774,T0090775,H1,9
53766,T0053767,H1,11
86910,T0086911,H1,3
68425,T0068426,H1,4
55855,T0055856,H1,15
17784,T0017785,H1,4
92542,T0092543,H1,9
49896,T0049897,H1,0
77318,T0077319,H1,4
66051,T0066052,H1,8
7752,T0007753,H1,0
59379,T0059380,H1,2
26719,T0026720,H1,3
97733,T0097734,H1,21
93038,T0093039,H1,6
94029,T0094030,H1,4
53584,T0053585,H1,8
31399,T0031400,H1,15
9885,T0009886,H1,11
48555,T0048556,H1,8
3558,T0003559,H1,15
44648,T0044649,H1,5
66547,T0066548,H1,8
91139,T0091140,H1,4
51337,T0051338,H1,8
77662,T0077663,H1,5
27157,T0027158,H1,6
66240,T0066241,H1,8
100361,T0100362,H1,12
25000,T0025001,H1,0
49175,T0049176,H1,9
83487,T0083488,H1,5
89746,T0089747,H1,8
41069,T0041070,H1,20
4571,T0004572,H1,15
59160,T0059161,H1,20
10359,T0010360,H1,24
74093,T0074094,H1,21
42818,T0042819,H1,23
24160,T0024161,H1,6
69714,T0069715,H1,23
11063,T0011064,H1,15
35328,T0035329,H1,1
33295,T0033296,H1,4
75967,T0075968,H1,23
37943,T0037944,H1,14
63679,T0063680,H1,6
31755,T0031756,H1,13
19996,T0019997,H1,9
67976,T0067977,H1,4
91813,T0091814,H1,22
5958,T0005959,H1,15
58365,T0058366,H1,1
80137,T0080138,H1,0
46012,T0046013,H1,3
89105,T0089106,H1,6
845,T0000846,H1,10
21892,T0021893,H1,15
89753,T0089754,H1,23
55450,T0055451,H1,21
32956,T0032957,H1,8
26827,T0026828,H1,14
26058,T0026059,H1,9
75854,T0075855,H1,5
101507,T0101508,H1,4
26959,T0026960,H1,17
25815,T0025816,H1,1
13059,T0013060,H1,17
39339,T0039340,H1,18
66937,T0066938,H1,8
38169,T0038170,H1,23
2416,T0002417,H1,15
42184,T0042185,H1,12
36855,T0036856,H1,23
64151,T0064152,H1,1
66514,T0066515,H1,5
62253,T0062254,H1,8
84963,T0084964,H1,4
91595,T0091596,H1,18
11643,T0011644,H1,0
77121,T0077122,H1,0
10507,T0010508,H1,8
84775,T0084776,H1,18
50340,T0050341,H1,13
16683,T0016684,H1,15
81675,T0081676,H1,23
19451,T0019452,H1,21
65940,T0065941,H1,8
88827,T0088828,H1,9
60161,T0060162,H1,5
62315,T0062316,H1,2
29841,T0029842,H1,14
86173,T0086174,H1,6
99153,T0099154,H1,16
17854,T0017855,H1,23
46964,T0046965,H1,8
67546,T0067547,H1,2
100335,T0100336,H1,0
104476,T0104477,H1,16
36431,T0036432,H1,23
98312,T0098313,H1,23
73658,T0073659,H1,9
37187,T0037188,H1,23
92019,T0092020,H1,15
16597,T0016598,H1,8
22659,T0022660,H1,4
56364,T0056365,H1,18
9002,T0009003,H1,21
19646,T0019647,H1,17
28129,T0028130,H1,5
61079,T0061080,H1,8
20735,T0020736,H1,12
9190,T0009191,H1,2
10871,T0010872,H1,4
38397,T0038398,H1,1
45620,T0045621,H1,0
47207,T0047208,H1,5
44210,T0044211,H1,11
25798,T0025799,H1,5
70465,T0070466,H1,5
1624,T0001625,H1,4
29097,T0029098,H1,0
74419,T0074420,H1,13
58259,T0058260,H1,23
83226,T0083227,H1,3
88864,T0088865,H1,11
58627,T0058628,H1,21
30660,T0030661,H1,13
100723,T0100724,H1,18
37925,T0037926,H1,15
28429,T0028430,H1,21
31574,T0031575,H1,15
102806,T0102807,H1,24
59098,T0059099,H1,5
57105,T0057106,H1,4
98653,T0098654,H1,23
3845,T0003846,H1,15
52551,T0052552,H1,9
78049,T0078050,H1,3
104025,T0104026,H1,8
77280,T0077281,H1,15
39225,T0039226,H1,3
20179,T0020180,H1,0
9334,T0009335,H1,3
42527,T0042528,H1,21
95822,T0095823,H1,5
11928,T0011929,H1,5
31565,T0031566,H1,15
8435,T0008436,H1,9
3510,T0003511,H1,13
7646,T0007647,H1,15
24247,T0024248,H1,23
76769,T0076770,H1,19
96304,T0096305,H1,18
102843,T0102844,H1,12
41836,T0041837,H1,8
54084,T0054085,H1,12
85889,T0085890,H1,19
13659,T0013660,H1,9
30208,T0030209,H1,24
31209,T0031210,H1,13
51101,T0051102,H1,2
41473,T0041474,H1,9
23849,T0023850,H1,24
59489,T0059490,H1,5
89287,T0089288,H1,0
48218,T0048219,H1,15
91844,T0091845,H1,11
56952,T0056953,H1,11
101375,T0101376,H1,13
10070,T0010071,H1,21
58961,T0058962,H1,8
67973,T0067974,H1,1
45601,T0045602,H1,6
32721,T0032722,H1,15
25808,T0025809,H1,8
20026,T0020027,H1,14
79489,T0079490,H1,9
36502,T0036503,H1,0
6514,T0006515,H1,8
62971,T0062972,H1,2
90643,T0090644,H1,6
22435,T0022436,H1,0
60971,T0060972,H1,20
7491,T0007492,H1,18
22692,T0022693,H1,3
87701,T0087702,H1,18
76330,T0076331,H1,2
51743,T0051744,H1,4
12964,T0012965,H1,12
70479,T0070480,H1,14
39847,T0039848,H1,9
24581,T0024582,H1,17
64551,T0064552,H1,15
53891,T0053892,H1,18
2997,T0002998,H1,23
4293,T0004294,H1,15
2975,T0002976,H1,3
19888,T0019889,H1,21
16167,T0016168,H1,9
94377,T0094378,H1,9
86047,T0086048,H1,0
76047,T0076048,H1,9
66264,T0066265,H1,4
62140,T0062141,H1,15
96049,T0096050,H1,1
58807,T0058808,H1,15
53528,T0053529,H1,15
64104,T0064105,H1,9
93304,T0093305,H1,5
77069,T0077070,H1,11
31985,T0031986,H1,1
8092,T0008093,H1,21
35130,T0035131,H1,8
86787,T0086788,H1,2
86067,T0086068,H1,17
87095,T0087096,H1,1
97011,T0097012,H1,17
85669,T0085670,H1,15
65341,T0065342,H1,1
65304,T0065305,H1,2
53487,T0053488,H1,17
50123,T0050124,H1,0
16188,T0016189,H1,3
27529,T0027530,H1,18
40921,T0040922,H1,16
1348,T0001349,H1,1
19025,T0019026,H1,23
94048,T0094049,H1,6
38744,T0038745,H1,11
27734,T0027735,H1,0
17526,T0017527,H1,3
103969,T0103970,H1,10
53317,T0053318,H1,11
12694,T0012695,H1,1
52420,T0052421,H1,1
58139,T0058140,H1,0
65889,T0065890,H1,15
97034,T0097035,H1,15
5144,T0005145,H1,21
59704,T0059705,H1,5
52703,T0052704,H1,6
17434,T0017435,H1,13
18439,T0018440,H1,0
72397,T0072398,H1,8
90469,T0090470,H1,18
40089,T0040090,H1,4
46197,T0046198,H1,8
82863,T0082864,H1,13
47313,T0047314,H1,15
97836,T0097837,H1,13
49285,T0049286,H1,5
49670,T0049671,H1,20
66155,T0066156,H1,15
71186,T0071187,H1,20
20707,T0020708,H2,14
64376,T0064377,H2,24
36805,T0036806,H2,2
102453,T0102454,H2,15
59253,T0059254,H2,0
211,T0000212,H2,6
98978,T0098979,H2,11
82529,T0082530,H2,0
50274,T0050275,H2,5
73371,T0073372,H2,4
90157,T0090158,H2,11
86826,T0086827,H2,4
67155,T0067156,H2,8
95460,T0095461,H2,8
13638,T0013639,H2,5
100248,T0100249,H2,23
39119,T0039120,H2,5
66985,T0066986,H2,6
45073,T0045074,H2,8
29842,T0029843,H2,18
86663,T0086664,H2,15
53945,T0053946,H2,20
101523,T0101524,H2,0
5997,T0005998,H2,0
57363,T0057364,H2,4
76777,T0076778,H2,8
28111,T0028112,H2,15
101924,T0101925,H2,9
84915,T0084916,H2,8
86961,T0086962,H2,2
21114,T0021115,H2,15
97098,T0097099,H2,9
24029,T0024030,H2,13
47828,T0047829,H2,1
55563,T0055564,H2,18
61613,T0061614,H2,0
78371,T0078372,H2,8
81733,T0081734,H2,15
55407,T0055408,H2,15
67179,T0067180,H2,24
67855,T0067856,H2,20
34123,T0034124,H2,0
76565,T0076566,H2,5
70127,T0070128,H2,11
48131,T0048132,H2,18
35872,T0035873,H2,1
60697,T0060698,H2,17
50885,T0050886,H2,20
55439,T0055440,H2,6
53241,T0053242,H2,23
68768,T0068769,H2,4
10418,T0010419,H2,24
35630,T0035631,H2,9
100325,T0100326,H2,13
71457,T0071458,H2,0
103882,T0103883,H2,9
81709,T0081710,H2,14
52776,T0052777,H2,15
75614,T0075615,H2,13
58313,T0058314,H2,24
19379,T0019380,H2,9
41615,T0041616,H2,6
102846,T0102847,H2,12
101911,T0101912,H2,20
1034,T0001035,H2,0
91281,T0091282,H2,0
99989,T0099990,H2,17
83339,T0083340,H2,21
30866,T0030867,H2,20
82055,T0082056,H2,11
39826,T0039827,H2,23
91653,T0091654,H2,0
50245,T0050246,H2,16
98871,T0098872,H2,8
